0,Consultant,Main New Gloss.1,Gloss Variant,D Start HS,N-D Start HS,D End HS,N-D End HS,Passive Arm,Session,Scene,Start,End,vid_links
8857,Tyler,#BACK,#BACK,S,,P/K,,N,ASL_2008_05_12a,18,3935,3952,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_168.mov
8858,Brady,#BACK,#BACK,flat-B,,3,,N,ASL_2011_06_08_Brady,15,1218,1246,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_168.mov
8859,Naomi,#BACK,#BACK_2,B,,P/K,,N,ASL_2008_08_04,18,2723,2735,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_5473.mov
8860,Liz,(2h)#BACK_2,(2h)#BACK_2,B-xd,B-xd,P/K,P/K,N,ASL_2008_01_11,28,725,770,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_16199.mov
8861,Brady,(2h)#BACK_2,(2h)#BACK_2,B-L,B-L,3,3,N,ASL_2011_06_08_Brady,15,2294,2319,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_16199.mov
8862,Brady,HAIRCUT+AGENT,(2h)alt.HAIRCUT+AGENT,V/2,V/2,B-L,B-L,N,ASL_2011_06_14_Brady,2,3618,3651,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_190.mov
8863,Naomi,HAIRCUT+AGENT,HAIRCUT+AGENT,V/2,V/2,B-L,B-L,N,ASL_2008_08_04,20,3595,3637,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_3953.mov
8864,Liz,HAIRCUT+AGENT,(1h)HAIRCUT++AGENT,V/2,,B-L,B-L,N,ASL_2008_01_11,32,525,588,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5099.mov
8865,Liz,BED+BOX/ROOM,BED+BOX/ROOM,B-L,B-L,B-L,B-L,N,ASL_2008_01_11,37,376,452,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_219.mov
8866,Naomi,BED+BOX/ROOM,BED+BOX/ROOM,B-L,B-L,B-L,B-L,N,ASL_2008_08_04,24,2424,2474,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_219.mov
8867,Liz,BEG+AGENT,BEG+AGENT,crvd-5,B,B-L,B-L,N,ASL_2008_01_11,38,273,326,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_225.mov
8868,Tyler,BEG+AGENT,BEG+AGENT,5,B,B-L,B-L,N,ASL_2008_05_12a,24,1251,1300,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_225.mov
8869,Naomi,BEG+AGENT,BEG+AGENT,crvd-5,B-L,B-L,B-L,N,ASL_2008_08_04,25,1203,1260,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_225.mov
8870,Brady,BEG+AGENT,BEG_2+AGENT,crvd-5,B-L,B-L,B-L,N,ASL_2011_06_14_Brady,2,5074,5113,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5990.mov
8871,Liz,THINK+MARRY,THINK+MARRY,1,,crvd-B,crvd-B,N,ASL_2008_01_11,39,492,531,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_232.mov
8872,Tyler,THINK+MARRY,THINK+MARRY,1,,crvd-B,crvd-B,N,ASL_2008_05_12a,25,615,656,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_232.mov
8873,Naomi,THINK+MARRY,THINK+MARRY,1,,C,C,N,ASL_2008_08_04,26,728,757,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_232.mov
8874,Brady,THINK+MARRY,THINK+MARRY,1,,crvd-5,crvd-5,N,ASL_2011_06_08_Brady,18,14400,14421,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_232.mov
8875,Lana,THINK+MARRY,THINK+MARRY,L,,crvd-B,crvd-B,N,ASL_2006_10_10,3,2347,2389,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_232.mov
8876,Dana,THINK+MARRY,THINK+MARRY,1,crvd-B,crvd-B,crvd-B,N,ASL_2007_05_24,7,2437,2493,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_232.mov
8877,Liz,REALLY+POSS:i,REALLY+POSS:i+,1,,B-L,,N,ASL_2008_01_11,40,297,346,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_237.mov
8878,Liz,ns-JESUS+BOOK,ns-JESUS+BOOK,25,B-L,B-L,B-L,N,ASL_2008_01_11,41,1298,1363,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_248.mov
8879,Tyler,ns-JESUS+BOOK,ns-JESUS+BOOK,25,5,B-L,B-L,N,ASL_2008_05_12a,26,2497,2546,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_248.mov
8880,Naomi,ns-JESUS+BOOK,ns-JESUS+BOOK,25,B-L,B-L,B-L,N,ASL_2008_08_04,27,2310,2370,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_248.mov
8881,Brady,ns-JESUS+BOOK,ns-JESUS+BOOK,25,B-L,B-L,B-L,N,ASL_2011_06_14_Brady,3,95,137,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_248.mov
8882,Liz,RED+BLOOD,RED+BLOOD,L,,5,5,N,ASL_2008_01_11,47,1018,1079,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3190.mov
8883,Naomi,RED+BLOOD,RED+BLOOD,1,5,5,5,N,ASL_2008_08_04,30,2496,2520,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_3190.mov
8884,Brady,MIND+BLOW-UP,MIND+BLOW-UP,1,,B-L,S,N,ASL_2011_06_08_Brady,22,3105,3141,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_3293.mov
8885,Naomi,SHOE+HALF-LIMB,SHOE+HALF-LIMB,S,S,B-L,S,N,ASL_2008_08_04,32,2402,2445,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_294.mov
8886,Brady,SHOE+HALF-LIMB,SHOE++HALF-LIMB+,S,S,B-L,S,N,ASL_2011_06_14_Brady,3,2112,2151,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_294.mov
8887,Brady,(2h)DRIBBLE++SHOOT-BASKET,(2h)DRIBBLE++SHOOT-BASKET,5,5,crvd-5,crvd-5,N,ASL_2011_06_08_Brady,22,24600,24643,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_3295.mov
8888,Liz,BOY+FRIEND,BOY+FRIEND,tight-C,X,X,X,N,ASL_2008_01_11,53,515,579,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_312.mov
8889,Tyler,BOY+FRIEND,BOY+FRIEND,B-L,1,1,1,N,ASL_2008_05_12a,33,490,530,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_312.mov
8890,Naomi,BOY+FRIEND,BOY+FRIEND,B-L,1,X,X,N,ASL_2008_08_04,34,424,472,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_312.mov
8891,Liz,EAT+MORNING,EAT+MORNING,flat-O,B-L,B-L,B-L,N,ASL_2008_01_11,55,1371,1405,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_328.mov
8892,Tyler,EAT+MORNING,EAT+MORNING,flat-O,B-L,B-L,B-L,N,ASL_2008_05_12a,34,2075,2129,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_328.mov
8893,Naomi,EAT+MORNING,EAT+MORNING,flat-O,B-L,B-L,B-L,N,ASL_2008_08_04,35,2674,2710,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_328.mov
8894,Brady,EAT+MORNING,EAT+MORNING,flat-O,B-L,B-L,B-L,N,ASL_2011_06_14_Brady,3,3125,3162,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_328.mov
8895,Lana,EAT+MORNING,EAT+MORNING,flat-O,,B-L,B-L,N,ASL_2006_10_10,3,2857,2900,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_328.mov
8896,Dana,EAT+MORNING,EAT+MORNING,flat-O,B-L,B-L,B-L,N,ASL_2007_05_24,7,3012,3069,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_328.mov
8897,Naomi,"DCL:crvd-5""tall wide cylindrical object""+HANDLE","DCL:crvd-5""tall wide cylindrical object""+HANDLE",crvd-5,crvd-5,X-over-thumb,crvd-5,N,ASL_2008_08_04,37,404,460,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_341.mov
8898,Brady,"DCL:crvd-5""tall wide cylindrical object""+HANDLE","DCL:crvd-5""tall wide cylindrical object""+HANDLE",crvd-5,crvd-5,S,crvd-5,N,ASL_2011_06_14_Brady,3,3873,3909,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_341.mov
8899,Liz,#BUS,#BUS,B,,S,,N,ASL_2008_01_11,59,1370,1418,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_351.mov
8900,Tyler,#BUS,#BUS,B,,S,,N,ASL_2008_05_12a,37,281,305,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_351.mov
8901,Naomi,#BUS,#BUS,B,,S,,N,ASL_2008_08_04,38,252,268,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_351.mov
8902,Brady,#BUS,#BUS,B-xd,,S,,N,ASL_2011_06_08_Brady,24,7710,7725,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_351.mov
8903,Liz,#CO,#CO,C,,O,,N,ASL_2008_01_11,61,486,514,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_360.mov
8904,Tyler,#CO,#CO,C,,O,,N,ASL_2008_05_12a,37,2290,2310,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_360.mov
8905,Naomi,#CO,#CO,C,,O,,N,ASL_2008_08_04,38,2375,2388,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_360.mov
8906,Brady,#CO,#CO,C,,O,,N,ASL_2011_06_08_Brady,24,10973,10981,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_360.mov
8907,Liz,#CP,#CP,C,,P/K,,N,ASL_2008_01_11,61,690,725,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_361.mov
8908,Naomi,#CP,#CP,C,,P/K,,N,ASL_2008_08_04,39,408,422,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_361.mov
8909,Brady,#CP,#CP,C,,P/K,,N,ASL_2011_06_08_Brady,24,11178,11192,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_361.mov
8910,Naomi,RENOVATION++AGENT,RENOVATION++AGENT,B-L,Rlxd,B-L,B-L,N,ASL_2008_08_04,41,4900,4957,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_3012.mov
8911,Brady,RENOVATION++AGENT,RENOVATION++AGENT,B-L,S,B-L,B-L,N,ASL_2011_06_14_Brady,3,5393,5438,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_3012.mov
8912,Liz,COOK/KITCHEN+AGENT,COOK/KITCHEN+AGENT,B-L,B-L,B-L,B-L,N,ASL_2008_01_11,73,625,674,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_436.mov
8913,Tyler,COOK/KITCHEN+AGENT,COOK/KITCHEN+AGENT,B-L,B-L,B-L,B-L,N,ASL_2008_05_12a,44,4846,4896,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_436.mov
8914,Naomi,COOK/KITCHEN+AGENT,COOK/KITCHEN+AGENT,B-L,B-L,B-L,B-L,N,ASL_2008_08_04,46,3029,3081,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_436.mov
8915,Brady,COOK/KITCHEN+AGENT,COOK/KITCHEN+AGENT,B-L,B-L,B-L,B-L,N,ASL_2011_06_14_Brady,3,8200,8235,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_436.mov
8916,Liz,"TIME++DCL""circular object""","TIME++DCL""circular object""",X,S,crvd-L,crvd-L,N,ASL_2008_01_11,79,1911,1970,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_472.mov
8917,Tyler,"TIME++DCL""circular object""","TIME++DCL""circular object""",X,S,crvd-L,crvd-L,N,ASL_2008_05_12a,48,488,530,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_472.mov
8918,Naomi,"TIME++DCL""circular object""","TIME+DCL""circular object""",X,S,crvd-L,crvd-L,N,ASL_2008_08_04,50,495,532,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_472.mov
8919,Brady,"TIME++DCL""circular object""","TIME+DCL""circular object""",X,S,crvd-L,crvd-L,N,ASL_2011_06_14_Brady,3,8812,8836,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_472.mov
8920,Liz,USE++AGENT,USE++AGENT,U/H,B,B-L,B-L,N,ASL_2008_01_18,4,1185,1246,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_533.mov
8921,Naomi,USE++AGENT,USE++AGENT,U/H,S,B-L,B-L,N,ASL_2008_08_06,4,819,872,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_533.mov
8922,Brady,USE++AGENT,USE_2++AGENT,U/H,B-L,B-L,B-L,N,ASL_2011_06_14_Brady,3,9316,9338,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_16518.mov
8923,Liz,BUY++AGENT,BUY++AGENT,flat-O,B-L,B-L,B-L,N,ASL_2008_01_18,4,1447,1518,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_534.mov
8924,Naomi,BUY++AGENT,BUY++AGENT,flat-O,B-L,B-L,B-L,N,ASL_2008_08_06,4,1094,1145,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_534.mov
8925,Brady,BUY++AGENT,BUY++AGENT,flat-O,B-L,B-L,B-L,N,ASL_2011_06_14_Brady,3,9539,9567,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_534.mov
8926,Brady,"SIT++DCL:crvd-B""couch shaped object""","SIT+DCL:crvd-U""couch shaped object""",U/H,U/H,crvd-U,crvd-U,N,ASL_2011_06_14_Brady,3,9782,9815,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_552.mov
8927,Liz,"SIT++DCL:crvd-B""couch shaped object""","SIT++DCL:crvd-B""couch shaped object""",U/H,U/H,crvd-B,crvd-B,N,ASL_2008_01_18,6,1420,1501,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5848.mov
8928,Naomi,"SIT++DCL:crvd-B""couch shaped object""","SIT++DCL:crvd-B""couch shaped object""",crvd-U,U-L,crvd-B,crvd-B,N,ASL_2008_08_06,6,645,699,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_5848.mov
8929,Liz,COURT+HOUSE,COURT+HOUSE,F/9,F/9,B-L,B-L,N,ASL_2008_01_18,7,1165,1260,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_561.mov
8930,Naomi,COURT+HOUSE,COURT+HOUSE,F/9,F/9,B-L,B-L,N,ASL_2008_08_06,7,565,620,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_561.mov
8931,Brady,COURT+HOUSE,COURT+HOUSE,F/9,F/9,B,B,N,ASL_2011_06_14_Brady,3,10100,10146,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_561.mov
8932,Tyler,COURT+BOX/ROOM,COURT+BOX/ROOM,F/9,F/9,B-L,B-L,N,ASL_2008_05_12b,7,291,355,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_4635.mov
8933,Liz,WATER+FLOW_2,WATER+FLOW_2,W,,flat-B,flat-B,N,ASL_2008_01_18,8,3616,3690,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_579.mov
8934,Liz,WATER+FLOW_2,WATER+FLOW_2,5,,5,5,N,ASL_2008_01_18,45,1132,1187,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5695.mov
8935,Naomi,WATER+FLOW_2,WATER+FLOW_2,W,5,5,5,N,ASL_2008_08_06,8,4883,4931,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_579.mov
8936,Naomi,WATER+FLOW_2,WATER+FLOW_2,W,5,5,5,N,ASL_2008_08_06,45,1083,1130,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_5695.mov
8937,Brady,WATER+FLOW_2,WATER+FLOW_2,W,5,5,5,N,ASL_2011_06_14_Brady,3,10428,10464,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_579.mov
8938,Brady,WATER+FLOW_2,WATER+FLOW_2,W,,5,,N,ASL_2011_06_14_Brady,20,3496,3535,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5695.mov
8939,Liz,HEAR+SHUT,HEAR+SHUT,1,,B,B,N,ASL_2008_01_18,12,2555,2625,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_619.mov
8940,Naomi,HEAR+SHUT,HEAR+SHUT,1,B,B,B,N,ASL_2008_08_06,12,2762,2795,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_619.mov
8941,Liz,THINK+DECIDE,THINK+DECIDE,1,F/9,F/9,F/9,N,ASL_2008_01_18,13,1220,1273,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_623.mov
8942,Tyler,THINK+DECIDE,THINK+DECIDE,1,F/9,F/9,F/9,N,ASL_2008_05_12b,13,1321,1352,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_623.mov
8943,Naomi,THINK+DECIDE,THINK+DECIDE,1,,F/9,F/9,N,ASL_2008_08_06,13,1202,1230,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_623.mov
8944,Brady,THINK+DECIDE,THINK+DECIDE,1,F/9,F/9,F/9,N,ASL_2011_06_14_Brady,3,11784,11802,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_623.mov
8945,Liz,DRY+AREA,DRY+AREA,1,,5,5,N,ASL_2008_01_18,15,1103,1170,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_644.mov
8946,Brady,DRY+AREA,DRY+AREA,1,5,5,5,N,ASL_2011_06_14_Brady,4,310,351,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_644.mov
8947,Tyler,DRY+AREA,DRY+AREA_2,1,,5,5,N,ASL_2008_05_12b,15,837,903,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_5160.mov
8948,Naomi,DRY+AREA,DRY+(1h)AREA,1,,5,,N,ASL_2008_08_06,15,1060,1117,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_16358.mov
8949,Liz,WASHING-MACHINE+SOAP,WASHING-MACHINE+SOAP+,crvd-5,crvd-5,crvd-B,B-L,N,ASL_2008_01_18,15,2425,2507,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_649.mov
8950,Naomi,WASHING-MACHINE+SOAP,WASHING-MACHINE+SOAP+,crvd-5,crvd-5,bent-B-L,B-L,N,ASL_2008_08_06,15,3520,3581,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_649.mov
8951,Brady,WASHING-MACHINE+SOAP,WASHING-MACHINE+SOAP++,crvd-5,crvd-5,10,B-L,N,ASL_2011_06_14_Brady,4,880,926,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_649.mov
8952,Tyler,WASHING-MACHINE+SOAP,SOAP++WASHING-MACHINE,B-L,B-L,crvd-5,crvd-5,N,ASL_2008_05_12b,15,2681,2736,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_5849.mov
8953,Liz,PHONE+PUSH-BUTTONS,PHONE+PUSH-BUTTONS,Y,,25,,N,ASL_2008_01_18,16,2975,3077,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_658.mov
8954,Naomi,PHONE+PUSH-BUTTONS,PHONE+PUSH-BUTTONS,Y,,25,,N,ASL_2008_08_06,16,3992,4041,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_658.mov
8955,Brady,PHONE+PUSH-BUTTONS,PHONE+PUSH-BUTTONS,I-L-Y,,25,,N,ASL_2011_06_14_Brady,4,1230,1282,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_658.mov
8956,Brady,PHONE+PUSH-BUTTONS,PHONE+PUSH-BUTTONS,Y,,25,,N,ASL_2011_06_14_Brady,5,187,238,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5416.mov
8957,Liz,MANAGE/CONTROL+AGENT,MANAGE/CONTROL+AGENT,X,X,B-L,B-L,N,ASL_2008_01_18,17,253,322,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_660.mov
8958,Liz,MANAGE/CONTROL+AGENT,MANAGE/CONTROL+AGENT,X,X,B-L,B-L,N,ASL_2008_02_01,57,2260,2312,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3679.mov
8959,Tyler,MANAGE/CONTROL+AGENT,MANAGE/CONTROL+AGENT,X,X,B-L,B-L,N,ASL_2008_06_10,9,2391,2437,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_660.mov
