,Consultant,Main New Gloss.1,Gloss Variant,D Start HS,N-D Start HS,D End HS,N-D End HS,Passive Arm,Session,Scene,Start,End,vid_links
11095,Liz,OCTOPUS,OCTOPUS+,O,O,O,5,N,ASL_2008_02_15,22,2032,2135,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_4739.mov
11096,Tyler,OCTOPUS,OCTOPUS++,5,O,5,O,N,ASL_2008_05_29b,10,4015,4080,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_4739.mov
11097,Brady,OCTOPUS,OCTOPUS+,full-M,O,5,O,N,ASL_2011_06_14_Brady,42,10585,10622,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_4739.mov
11098,Brady,OCTOPUS,OCTOPUS+,O,O,O,O,N,ASL_2011_07_19_Brady,18,190,252,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_16229.mov
11100,Liz,JELLYFISH,JELLYFISH,5,crvd-flat-B,5,crvd-flat-B,N,ASL_2008_02_01,37,555,650,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_16231.mov
11102,Liz,CHARACTER,CHARACTER,C,,C,,N,ASL_2008_01_11,70,1535,1575,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_4742.mov
11103,Tyler,CHARACTER,CHARACTER,C,,C,,N,ASL_2008_05_12a,43,2420,2455,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_4742.mov
11104,Naomi,CHARACTER,CHARACTER,C,,C,,N,ASL_2008_08_04,44,3360,3400,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_4742.mov
11106,Liz,CHARACTERISTIC,CHARACTERISTIC,C,B-L,C,B-L,N,ASL_2008_01_11,70,1770,1810,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_16356.mov
11107,Naomi,CHARACTERISTIC,CHARACTERISTIC,C,B-L,C,B-L,N,ASL_2008_08_04,44,3626,3660,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_16356.mov
11109,Liz,CONFIDENT,CONFIDENT,5,5,S,S,N,ASL_2008_01_18,2,3365,3400,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_4747.mov
11110,Tyler,CONFIDENT,CONFIDENT,5,5,S,S,N,ASL_2008_05_12b,2,3185,3215,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_4747.mov
11111,Naomi,CONFIDENT,CONFIDENT,crvd-5,crvd-5,A,S,N,ASL_2008_08_06,2,4570,4595,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_4747.mov
11113,Liz,CONFIDENTIAL,CONFIDENTIAL,5,5,S,S,N,ASL_2010_08_10_Liz_additional_lexicon_signs,5,342,398,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_16299.mov
11114,Brady,CONFIDENTIAL,CONFIDENTIAL,crvd-5,crvd-5,S,S,N,ASL_2011_06_08_Brady,7,321,341,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_16299.mov
11115,Brady,CONFIDENTIAL,CONFIDENTIAL,crvd-5,crvd-5,S,S,N,ASL_2011_06_08_Brady,29,13469,13486,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_16489.mov
11117,Liz,CRAWL,CRAWL+,crvd-5,crvd-5,crvd-5,crvd-5,N,ASL_2008_01_18,8,1117,1185,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_4749.mov
11118,Tyler,CRAWL,CRAWL+,5,5,crvd-5,crvd-5,N,ASL_2008_05_12b,8,510,570,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_4749.mov
11119,Naomi,CRAWL,CRAWL,5,crvd-5,crvd-5,crvd-5,N,ASL_2008_08_06,8,1016,1051,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_4749.mov
11121,Liz,(V)CRAWL,(V)CRAWL,V/2,B-L,crvd-V,B-L,N,ASL_2008_01_18,8,770,895,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_16313.mov
11122,Naomi,(V)CRAWL,(V)CRAWL,V/2,B-L,crvd-V,B-L,N,ASL_2008_08_06,8,535,565,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_16313.mov
11124,Brady,CLIMB,CLIMB+,5,5,crvd-5,crvd-5,N,ASL_2011_06_08_Brady,31,3700,3737,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_16317.mov
11126,Liz,TRUMPET,TRUMPET,crvd-5,crvd-5,crvd-5,crvd-5,N,ASL_2008_02_15,11,295,346,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_4751.mov
11127,Liz,TRUMPET,TRUMPET,C,open-8,C,C,N,ASL_2008_03_28,24,324,364,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_16399.mov
11129,Lana,CUP,CUP,C,B-L,C,B-L,N,ASL_2006_10_10,6,2085,2106,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_4752.mov
11130,Dana,CUP,CUP,C,B-L,C,B-L,N,ASL_2007_05_24,10,2402,2468,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_4752.mov
11132,Brady,JUGGLE,JUGGLE+,S,S,crvd-5,crvd-5,N,ASL_2011_06_14_Brady,25,1846,1900,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_4765.mov
11134,Liz,STORY-TELL,STORY-TELL+,S,S,crvd-5,5-C,N,ASL_2010_08_10_Liz_additional_lexicon_signs,29,150,215,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_4766.mov
11136,Tyler,SPREAD,SPREAD,flat-O,flat-O,5,5,N,ASL_2008_05_29b,6,1980,2017,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_4769.mov
11138,Liz,BELT,BELT,U/H,U/H,U/H,U/H,N,ASL_2008_01_11,40,921,970,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_6010.mov
11139,Tyler,BELT,BELT,U/H,U/H,U/H,U/H,N,ASL_2008_05_12a,25,4125,4165,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_6010.mov
11140,Naomi,BELT,BELT,U/H,U/H,U/H,U/H,N,ASL_2008_08_04,26,3680,3710,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_6010.mov
11141,Brady,BELT,BELT,U/H,U/H,U/H,U/H,N,ASL_2011_07_22_Brady,38,2765,2785,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_6010.mov
11143,Brady,EIGHT-HOURS,EIGHT-HOURS,8,5,8,5,N,ASL_2011_06_08_Brady,6,4406,4434,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_6172.mov
11145,Liz,EIGHT+HOUR,EIGHT+HOUR,open-8,B-L,1,B-L,N,ASL_2010_08_10_Liz_additional_lexicon_signs,16,5210,5273,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5872.mov
11147,Brady,SIX-DOLLARS,SIX-DOLLARS,6,,6,,N,ASL_2011_06_08_Brady,6,2182,2212,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_6174.mov
11149,Liz,BLOUSE,BLOUSE,crvd-flat-B,crvd-flat-B,crvd-flat-B,crvd-flat-B,N,ASL_2008_01_11,47,1495,1535,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_6231.mov
11151,Brady,fs-BLOUSE,fs-BLOUSE,B,,loose-E,,N,ASL_2011_06_08_Brady,22,1185,1228,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15072.mov
11153,Tyler,SHORE,SHORE+,B,B,B,B,N,ASL_2008_05_12a,22,2795,2867,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_6295.mov
11155,Liz,BATHROBE,BATHROBE,fanned-flat-O,fanned-flat-O,flat-O,flat-O,N,ASL_2008_01_11,34,820,870,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_6348.mov
11157,Tyler,BATH+DRESS/CLOTHES,BATH+DRESS/CLOTHES,10,10,5,5,N,ASL_2008_05_12a,22,784,837,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_5596.mov
11159,Brady,BATH+BATHROBE,BATH+BATHROBE,A,A,flat-O,flat-O,N,ASL_2011_06_14_Brady,2,3889,3934,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5599.mov
11160,Brady,BATH+BATHROBE,BATH+BATHROBE,A,A,flat-O,flat-O,N,ASL_2011_06_14_Brady,2,4176,4229,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5628.mov
11162,Liz,BATH+COAT,BATH+COAT,10,10,A,A,N,ASL_2008_01_11,34,530,608,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5873.mov
11163,Naomi,BATH+COAT,BATH+COAT,10,10,A,A,N,ASL_2008_08_04,23,947,1003,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_5873.mov
11165,Tyler,BUCKET,BUCKET,crvd-B,crvd-B,crvd-B,crvd-B,N,ASL_2008_05_12a,36,322,350,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_6361.mov
11166,Brady,BUCKET,BUCKET,crvd-5,crvd-5,crvd-5,crvd-5,N,ASL_2011_06_08_Brady,24,1197,1231,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_6361.mov
11168,Naomi,BROTHER,BROTHER,L,L,L,L,N,ASL_2008_08_04,36,2005,2017,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_6380.mov
11169,Brady,BROTHER,BROTHER,L,L,L,L,N,ASL_2011_06_08_Brady,23,14314,14336,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_6380.mov
11170,Brady,BROTHER,BROTHER,L,L,L,L,N,ASL_2011_06_14_Brady,3,3356,3372,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5006.mov
11171,Dana,BROTHER,BROTHER,L,L,L,L,N,ASL_2007_05_24,8,490.49,549.29,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_6380.mov
11173,Brady,BROTHER,BROTHER-pl+,L,L,L,L,N,ASL_2011_06_08_Brady,23,15482,15528,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5300.mov
11175,Liz,BOY_2+CORRECT,BOY+CORRECT,tight-C,,L,1,N,ASL_2010_08_10_Liz_additional_lexicon_signs,1,4200,4250,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5580.mov
11176,Liz,BOY_2+CORRECT,BOY+CORRECT+,tight-C,,1,1,N,ASL_2010_08_10_Liz_additional_lexicon_signs,1,4385,4436,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5732.mov
11178,Tyler,BOY_2+CORRECT,BOY_2+CORRECT,A,,L,L,N,ASL_2008_05_12a,35,1827,1861,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_5737.mov
11179,Brady,BOY_2+CORRECT,BOY_2+CORRECT,A,,L,L,N,ASL_2011_06_08_Brady,23,14003,14025,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5737.mov
11180,Lana,BOY_2+CORRECT,BOY_2+CORRECT,A,,L,L,N,ASL_2006_10_10,4,626,666,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_5737.mov
11182,Liz,BOY_2+CORRECT,BOY+ALSO,tight-C,,1,1,N,ASL_2008_01_11,57,975,1031,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5877.mov
11183,Liz,BOY_2+CORRECT,BOY+ALSO,tight-C,,1,1,N,ASL_2010_08_10_Liz_additional_lexicon_signs,1,3820,3880,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5878.mov
11184,Liz,BOY_2+CORRECT,BOY+ALSO+,tight-C,,1,,N,ASL_2010_08_10_Liz_additional_lexicon_signs,1,4005,4055,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5879.mov
11186,Brady,BOY_2+CORRECT,BOY_2+ALSO,A,,1,1,N,ASL_2011_06_08_Brady,23,12449,12471,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5880.mov
11188,Naomi,ENGINE,ENGINE+,S,S,S,S,N,ASL_2008_08_06,31,3147,3200,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_6625.mov
11190,Tyler,PASS-OUT,PASS-OUT,crvd-sprd-B,,flat-O,,N,ASL_2008_05_12a,28,1565,1590,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_6716.mov
11191,Tyler,PASS-OUT,PASS-OUT,crvd-sprd-B,,flat-O,,N,ASL_2008_05_29a,17,2480,2502,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_3979.mov
11192,Brady,PASS-OUT,PASS-OUT,crvd-sprd-B,,flat-O,,N,ASL_2011_06_14_Brady,15,6150,6165,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_6716.mov
11194,Liz,CLOWN,CLOWN,fanned-flat-O,,fanned-flat-O,,N,ASL_2008_01_11,77,1536,1575,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_6756.mov
11195,Naomi,CLOWN,CLOWN,fanned-flat-O,,fanned-flat-O,,N,ASL_2008_08_04,49,1691,1710,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_6756.mov
11196,Brady,CLOWN,CLOWN,fanned-flat-O,,fanned-flat-O,,N,ASL_2011_06_08_Brady,27,14961,14991,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_6756.mov
11198,Liz,CLOSE-WINDOW,CLOSE-WINDOW,B-xd,flat-B,B-xd,flat-B,N,ASL_2008_01_11,79,2400,2426,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_6833.mov
11199,Tyler,CLOSE-WINDOW,CLOSE-WINDOW,B,B,B,B,N,ASL_2008_05_12a,48,880,916,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_6833.mov
11200,Naomi,CLOSE-WINDOW,CLOSE-WINDOW,B-L,B-L,B-L,B-L,N,ASL_2008_08_04,50,935,965,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_6833.mov
11201,Brady,CLOSE-WINDOW,CLOSE-WINDOW,B-L,B-L,B-L,B-L,N,ASL_2011_06_08_Brady,28,7661,7692,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_6833.mov
11202,Brady,CLOSE-WINDOW,CLOSE-WINDOW,bent-B,bent-B,bent-B,bent-B,N,ASL_2011_07_22_Brady,40,1962,1986,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5832.mov
11204,Liz,COLLAR,COLLAR,crvd-L,crvd-L,crvd-L,crvd-L,N,ASL_2008_01_11,83,525,555,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_6842.mov
11205,Naomi,COLLAR,COLLAR,crvd-L,crvd-L,crvd-L,crvd-L,N,ASL_2008_08_04,51,3211,3235,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_6842.mov
11206,Brady,COLLAR,COLLAR,G/Q,G/Q,G/Q,G/Q,N,ASL_2011_06_08_Brady,28,14289,14325,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_6842.mov
11207,Brady,COLLAR,COLLAR,G/Q,G/Q,G/Q,G/Q,N,ASL_2011_07_22_Brady,40,2805,2844,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5834.mov
11209,Liz,PRIEST,PRIEST+,G/Q,,G/Q,,N,ASL_2008_02_15,48,426,472,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15811.mov
11210,Tyler,PRIEST,PRIEST,G/Q,,G/Q,,N,ASL_2008_05_12a,49,2365,2400,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_15811.mov
11211,Brady,PRIEST,PRIEST+,G/Q,,G/Q,,N,ASL_2011_07_19_Brady,42,802,833,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15811.mov
11213,Liz,NECKLACE,NECKLACE,1,1,1,1,N,ASL_2008_02_15,16,1846,1906,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15926.mov
11214,Brady,NECKLACE,NECKLACE,1,1,1,1,N,ASL_2011_07_22_Brady,49,909,942,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15926.mov
11216,Tyler,NECKLACE,(F)NECKLACE,F/9,F/9,F/9,F/9,N,ASL_2008_05_29b,11,1462,1500,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_15987.mov
11218,Liz,NECKLACE,BEADED-NECKLACE,F/9,F/9,F/9,F/9,N,ASL_2008_02_15,33,2940,2992,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_16026.mov
11219,Brady,NECKLACE,BEADED-NECKLACE,F/9,F/9,F/9,F/9,N,ASL_2011_07_19_Brady,28,2267,2317,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_16026.mov
11221,Liz,SCREEN/FILTER,SCREEN/FILTER+,4,4,4,4,N,ASL_2008_02_29,24,2905,2965,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_6886.mov
11223,Liz,PRISON,PRISON,4,5,4,5,N,ASL_2008_02_15,48,3506,3535,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5304.mov
11224,Liz,PRISON,PRISON+,4,5,4,5,N,ASL_2008_02_15,49,350,385,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5347.mov
11225,Brady,PRISON,PRISON,4,4,4,4,N,ASL_2011_07_19_Brady,43,105,120,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5304.mov
11226,Brady,PRISON,PRISON+,4,4,4,4,N,ASL_2011_07_19_Brady,43,372,400,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5347.mov
11227,Brady,PRISON,PRISON+,4,4,4,4,N,ASL_2011_07_22_Brady,48,2110,2145,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15679.mov
11229,Brady,FIVE-HOURS,FIVE-HOURS,5,B-L,5,B-L,N,ASL_2011_06_14_Brady,19,2622,2649,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_6917.mov
11231,Liz,FIVE_2+HOUR,FIVE_2+HOUR,5,B-L,1,B-L,N,ASL_2010_08_10_Liz_additional_lexicon_signs,16,4629,4713,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5885.mov
11233,Liz,FISHING,FISHING+,X,X,X,X,N,ASL_2008_01_18,43,451,500,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_6931.mov
11234,Tyler,FISHING,FISHING+,X-over-thumb,X-over-thumb,X-over-thumb,X-over-thumb,N,ASL_2008_05_29a,23,296,330,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_6931.mov
11235,Naomi,FISHING,FISHING+,X-over-thumb,X-over-thumb,X-over-thumb,X-over-thumb,N,ASL_2008_08_06,43,205,236,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_6931.mov
11236,Brady,FISHING,FISHING+,X,X,X,X,N,ASL_2011_06_14_Brady,19,1204,1230,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_6931.mov
11238,Liz,COPY-DOWN,COPY-DOWN,5,B-L,flat-O,B-L,N,ASL_2008_01_18,5,1221,1250,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_6963.mov
11239,Naomi,COPY-DOWN,COPY-DOWN,5,B-L,flat-O,B-L,N,ASL_2008_08_06,5,2025,2055,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_6963.mov
11240,Brady,COPY-DOWN,COPY-DOWN,5,B-L,flat-O,B-L,N,ASL_2011_06_08_Brady,30,6508,6531,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_6963.mov
11241,Brady,COPY-DOWN,COPY-DOWN,5,B-L,flat-O,B-L,N,ASL_2011_06_14_Brady,19,6418,6435,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5824.mov
11242,Brady,COPY-DOWN,COPY-DOWN,5,5,flat-O,5,N,ASL_2011_07_22_Brady,41,190,215,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_16383.mov
11244,Brady,DEVOUR,DEVOUR,5,,S,,N,ASL_2011_06_08_Brady,30,1149,1176,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_6964.mov
11246,Liz,(1h)EAT-UP,(1h)EAT-UP,bent-B-L,,bent-B-L,,N,ASL_2008_01_18,4,905,950,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_16027.mov
11247,Naomi,(1h)EAT-UP,(1h)EAT-UP,bent-B-L,,bent-B-L,,N,ASL_2008_08_06,4,540,567,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_16027.mov
11249,Liz,COUCH,COUCH,crvd-U,U/H,crvd-U,U/H,N,ASL_2010_08_10_Liz_additional_lexicon_signs,24,1870,1925,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_6978.mov
